date,categorie,sous_categorie,quantite,region
2024-02-27,Mobile,Data,13,Sfax
2024-02-28,Internet Fixe,Rapido,3,Grand Tunis
2024-02-28,Internet Fixe,ADSL,2,Sousse
2024-02-28,Internet Fixe,VDSL,9,Grand Tunis
2024-02-28,Internet Fixe,FO,11,Sfax
2024-02-28,Internet Fixe,WAFI,4,Kairouan
2024-02-28,Internet Fixe,Box,20,Kairouan
2024-02-28,Mobile,Prepaye,34,Bizerte
2024-02-28,Mobile,Postpaye,10,Sfax
2024-02-28,Mobile,Data,13,Nabeul
2024-02-29,Internet Fixe,Rapido,4,Nabeul
2024-02-29,Internet Fixe,ADSL,4,Sfax
2024-02-29,Internet Fixe,VDSL,3,Nabeul
2024-02-29,Internet Fixe,FO,7,Grand Tunis
2024-02-29,Internet Fixe,WAFI,5,Grand Tunis
2024-02-29,Internet Fixe,Box,18,Sousse
2024-02-29,Mobile,Prepaye,25,Grand Tunis
2024-02-29,Mobile,Postpaye,2,Grand Tunis
2024-02-29,Mobile,Data,14,Gabes
2024-03-01,Internet Fixe,Rapido,4,Kairouan
2024-03-01,Internet Fixe,ADSL,3,Sousse
2024-03-01,Internet Fixe,VDSL,6,Gabes
2024-03-01,Internet Fixe,FO,7,Kairouan
2024-03-01,Internet Fixe,WAFI,1,Grand Tunis
2024-03-01,Internet Fixe,Box,17,Sfax
2024-03-01,Mobile,Prepaye,28,Sfax
2024-03-01,Mobile,Postpaye,11,Grand Tunis
2024-03-01,Mobile,Data,21,Bizerte
2024-03-02,Internet Fixe,Rapido,4,Sfax
2024-03-02,Internet Fixe,ADSL,1,Sousse
2024-03-02,Internet Fixe,VDSL,3,Grand Tunis
2024-03-02,Internet Fixe,FO,2,Grand Tunis
2024-03-02,Internet Fixe,WAFI,2,Gabes
2024-03-02,Internet Fixe,Box,5,Grand Tunis
2024-03-02,Mobile,Prepaye,16,Grand Tunis
2024-03-02,Mobile,Postpaye,3,Grand Tunis
2024-03-02,Mobile,Data,9,Sousse
2024-03-03,Internet Fixe,Rapido,1,Sousse
2024-03-03,Internet Fixe,ADSL,3,Sousse
2024-03-03,Internet Fixe,VDSL,2,Grand Tunis
2024-03-03,Internet Fixe,FO,2,Grand Tunis
2024-03-03,Internet Fixe,WAFI,1,Gabes
2024-03-03,Internet Fixe,Box,11,Nabeul
2024-03-03,Mobile,Prepaye,11,Nabeul
2024-03-03,Mobile,Postpaye,7,Nabeul
2024-03-03,Mobile,Data,7,Bizerte
2024-03-04,Internet Fixe,Rapido,6,Grand Tunis
2024-03-04,Internet Fixe,ADSL,3,Sfax
2024-03-04,Internet Fixe,VDSL,6,Sousse
2024-03-04,Internet Fixe,FO,8,Sfax
2024-03-04,Internet Fixe,WAFI,4,Gabes
2024-03-04,Internet Fixe,Box,18,Sousse
2024-03-04,Mobile,Prepaye,27,Bizerte
2024-03-04,Mobile,Postpaye,15,Gabes
2024-03-04,Mobile,Data,15,Sousse
2024-03-05,Internet Fixe,Rapido,7,Gabes
2024-03-05,Internet Fixe,ADSL,4,Sousse
2024-03-05,Internet Fixe,VDSL,7,Gabes
2024-03-05,Internet Fixe,FO,7,Sfax
2024-03-05,Internet Fixe,WAFI,4,Sousse
2024-03-05,Internet Fixe,Box,23,Sousse
2024-03-05,Mobile,Prepaye,31,Grand Tunis
2024-03-05,Mobile,Postpaye,12,Sfax
2024-03-05,Mobile,Data,15,Gabes
2024-03-06,Internet Fixe,Rapido,4,Nabeul
2024-03-06,Internet Fixe,ADSL,3,Grand Tunis
2024-03-06,Internet Fixe,VDSL,7,Sfax
2024-03-06,Internet Fixe,FO,3,Grand Tunis
2024-03-06,Internet Fixe,WAFI,6,Grand Tunis
2024-03-06,Internet Fixe,Box,14,Kairouan
2024-03-06,Mobile,Prepaye,30,Sfax
2024-03-06,Mobile,Postpaye,15,Sfax
2024-03-06,Mobile,Data,18,Sousse
2024-03-07,Internet Fixe,Rapido,3,Grand Tunis
2024-03-07,Internet Fixe,ADSL,1,Grand Tunis
2024-03-07,Internet Fixe,VDSL,1,Nabeul
2024-03-07,Internet Fixe,FO,9,Nabeul
2024-03-07,Internet Fixe,WAFI,3,Kairouan
2024-03-07,Internet Fixe,Box,31,Nabeul
2024-03-07,Mobile,Prepaye,32,Sousse
2024-03-07,Mobile,Postpaye,14,Bizerte
2024-03-07,Mobile,Data,11,Gabes
2024-03-08,Internet Fixe,Rapido,7,Nabeul
2024-03-08,Internet Fixe,ADSL,1,Kairouan
2024-03-08,Internet Fixe,VDSL,11,Bizerte
2024-03-08,Internet Fixe,FO,10,Gabes
2024-03-08,Internet Fixe,WAFI,8,Grand Tunis
2024-03-08,Internet Fixe,Box,20,Bizerte
2024-03-08,Mobile,Prepaye,33,Sfax
2024-03-08,Mobile,Postpaye,18,Sousse
2024-03-08,Mobile,Data,17,Nabeul
2024-03-09,Internet Fixe,Rapido,2,Kairouan
2024-03-09,Internet Fixe,ADSL,1,Kairouan
2024-03-09,Internet Fixe,VDSL,3,Grand Tunis
2024-03-09,Internet Fixe,FO,5,Bizerte
2024-03-09,Internet Fixe,WAFI,2,Bizerte
2024-03-09,Internet Fixe,Box,12,Sfax
2024-03-09,Mobile,Prepaye,21,Grand Tunis
2024-03-09,Mobile,Postpaye,5,Grand Tunis
2024-03-09,Mobile,Data,10,Bizerte
2024-03-10,Internet Fixe,Rapido,3,Sousse
2024-03-10,Internet Fixe,ADSL,0,Kairouan
2024-03-10,Internet Fixe,VDSL,4,Sousse
2024-03-10,Internet Fixe,FO,5,Kairouan
2024-03-10,Internet Fixe,WAFI,2,Sfax
2024-03-10,Internet Fixe,Box,5,Bizerte
2024-03-10,Mobile,Prepaye,10,Grand Tunis
2024-03-10,Mobile,Postpaye,4,Sousse
2024-03-10,Mobile,Data,7,Bizerte
2024-03-11,Internet Fixe,Rapido,1,Kairouan
2024-03-11,Internet Fixe,ADSL,2,Bizerte
2024-03-11,Internet Fixe,VDSL,9,Grand Tunis
2024-03-11,Internet Fixe,FO,10,Sfax
2024-03-11,Internet Fixe,WAFI,3,Grand Tunis
2024-03-11,Internet Fixe,Box,15,Grand Tunis
2024-03-11,Mobile,Prepaye,21,Nabeul
2024-03-11,Mobile,Postpaye,10,Nabeul
2024-03-11,Mobile,Data,19,Bizerte
2024-03-12,Internet Fixe,Rapido,5,Gabes
2024-03-12,Internet Fixe,ADSL,5,Bizerte
2024-03-12,Internet Fixe,VDSL,5,Bizerte
2024-03-12,Internet Fixe,FO,5,Grand Tunis
2024-03-12,Internet Fixe,WAFI,2,Grand Tunis
2024-03-12,Internet Fixe,Box,18,Nabeul
2024-03-12,Mobile,Prepaye,28,Gabes
2024-03-12,Mobile,Postpaye,9,Grand Tunis
2024-03-12,Mobile,Data,16,Sousse
2024-03-13,Internet Fixe,Rapido,8,Nabeul
2024-03-13,Internet Fixe,ADSL,2,Grand Tunis
2024-03-13,Internet Fixe,VDSL,6,Sfax
2024-03-13,Internet Fixe,FO,12,Gabes
2024-03-13,Internet Fixe,WAFI,3,Nabeul
2024-03-13,Internet Fixe,Box,20,Grand Tunis
2024-03-13,Mobile,Prepaye,27,Gabes
2024-03-13,Mobile,Postpaye,18,Sfax
2024-03-13,Mobile,Data,18,Gabes
2024-03-14,Internet Fixe,Rapido,1,Grand Tunis
2024-03-14,Internet Fixe,ADSL,1,Sousse
2024-03-14,Internet Fixe,VDSL,3,Sfax
2024-03-14,Internet Fixe,FO,6,Grand Tunis
2024-03-14,Internet Fixe,WAFI,2,Gabes
2024-03-14,Internet Fixe,Box,22,Grand Tunis
2024-03-14,Mobile,Prepaye,31,Grand Tunis
2024-03-14,Mobile,Postpaye,10,Sfax
2024-03-14,Mobile,Data,28,Nabeul
2024-03-15,Internet Fixe,Rapido,6,Bizerte
2024-03-15,Internet Fixe,ADSL,1,Kairouan
2024-03-15,Internet Fixe,VDSL,4,Grand Tunis
2024-03-15,Internet Fixe,FO,9,Sfax
2024-03-15,Internet Fixe,WAFI,5,Grand Tunis
2024-03-15,Internet Fixe,Box,17,Sousse
2024-03-15,Mobile,Prepaye,35,Kairouan
2024-03-15,Mobile,Postpaye,9,Nabeul
2024-03-15,Mobile,Data,14,Sousse
2024-03-16,Internet Fixe,Rapido,3,Sfax
2024-03-16,Internet Fixe,ADSL,0,Gabes
2024-03-16,Internet Fixe,VDSL,3,Sousse
2024-03-16,Internet Fixe,FO,0,Grand Tunis
2024-03-16,Internet Fixe,WAFI,2,Sfax
2024-03-16,Internet Fixe,Box,8,Grand Tunis
2024-03-16,Mobile,Prepaye,13,Grand Tunis
2024-03-16,Mobile,Postpaye,9,Grand Tunis
2024-03-16,Mobile,Data,4,Sfax
2024-03-17,Internet Fixe,Rapido,1,Nabeul
2024-03-17,Internet Fixe,ADSL,3,Sfax
2024-03-17,Internet Fixe,VDSL,4,Sfax
2024-03-17,Internet Fixe,FO,4,Kairouan
2024-03-17,Internet Fixe,WAFI,1,Bizerte
2024-03-17,Internet Fixe,Box,10,Sousse
2024-03-17,Mobile,Prepaye,21,Grand Tunis
2024-03-17,Mobile,Postpaye,6,Gabes
2024-03-17,Mobile,Data,6,Grand Tunis
2024-03-18,Internet Fixe,Rapido,5,Sfax
2024-03-18,Internet Fixe,ADSL,2,Gabes
2024-03-18,Internet Fixe,VDSL,10,Sousse
2024-03-18,Internet Fixe,FO,10,Bizerte
2024-03-18,Internet Fixe,WAFI,4,Sousse
2024-03-18,Internet Fixe,Box,24,Nabeul
2024-03-18,Mobile,Prepaye,26,Grand Tunis
2024-03-18,Mobile,Postpaye,13,Grand Tunis
2024-03-18,Mobile,Data,13,Sfax
2024-03-19,Internet Fixe,Rapido,6,Grand Tunis
2024-03-19,Internet Fixe,ADSL,6,Gabes
2024-03-19,Internet Fixe,VDSL,3,Grand Tunis
2024-03-19,Internet Fixe,FO,13,Sousse
2024-03-19,Internet Fixe,WAFI,3,Bizerte
2024-03-19,Internet Fixe,Box,18,Bizerte
2024-03-19,Mobile,Prepaye,23,Sfax
2024-03-19,Mobile,Postpaye,10,Sousse
2024-03-19,Mobile,Data,12,Kairouan
2024-03-20,Internet Fixe,Rapido,6,Nabeul
2024-03-20,Internet Fixe,ADSL,0,Bizerte
2024-03-20,Internet Fixe,VDSL,6,Gabes
2024-03-20,Internet Fixe,FO,9,Bizerte
2024-03-20,Internet Fixe,WAFI,2,Grand Tunis
2024-03-20,Internet Fixe,Box,16,Sousse
2024-03-20,Mobile,Prepaye,19,Grand Tunis
2024-03-20,Mobile,Postpaye,17,Nabeul
2024-03-20,Mobile,Data,11,Kairouan
2024-03-21,Internet Fixe,Rapido,3,Sousse
2024-03-21,Internet Fixe,ADSL,0,Sfax
2024-03-21,Internet Fixe,VDSL,8,Grand Tunis
2024-03-21,Internet Fixe,FO,5,Kairouan
2024-03-21,Internet Fixe,WAFI,1,Grand Tunis
2024-03-21,Internet Fixe,Box,15,Grand Tunis
2024-03-21,Mobile,Prepaye,24,Grand Tunis
2024-03-21,Mobile,Postpaye,12,Grand Tunis
2024-03-21,Mobile,Data,18,Sfax
2024-03-22,Internet Fixe,Rapido,2,Sousse
2024-03-22,Internet Fixe,ADSL,7,Sfax
2024-03-22,Internet Fixe,VDSL,2,Grand Tunis
2024-03-22,Internet Fixe,FO,7,Grand Tunis
2024-03-22,Internet Fixe,WAFI,2,Sfax
2024-03-22,Internet Fixe,Box,24,Grand Tunis
2024-03-22,Mobile,Prepaye,34,Nabeul
2024-03-22,Mobile,Postpaye,8,Grand Tunis
2024-03-22,Mobile,Data,16,Sfax
2024-03-23,Internet Fixe,Rapido,0,Sfax
2024-03-23,Internet Fixe,ADSL,1,Sfax
2024-03-23,Internet Fixe,VDSL,1,Grand Tunis
2024-03-23,Internet Fixe,FO,6,Grand Tunis
2024-03-23,Internet Fixe,WAFI,1,Gabes
2024-03-23,Internet Fixe,Box,11,Grand Tunis
2024-03-23,Mobile,Prepaye,11,Sousse
2024-03-23,Mobile,Postpaye,1,Sousse
2024-03-23,Mobile,Data,5,Sfax
2024-03-24,Internet Fixe,Rapido,2,Sfax
2024-03-24,Internet Fixe,ADSL,3,Bizerte
2024-03-24,Internet Fixe,VDSL,4,Gabes
2024-03-24,Internet Fixe,FO,2,Grand Tunis
2024-03-24,Internet Fixe,WAFI,1,Sfax
2024-03-24,Internet Fixe,Box,10,Grand Tunis
2024-03-24,Mobile,Prepaye,13,Sousse
2024-03-24,Mobile,Postpaye,3,Nabeul
2024-03-24,Mobile,Data,4,Grand Tunis
2024-03-25,Internet Fixe,Rapido,6,Sfax
2024-03-25,Internet Fixe,ADSL,0,Kairouan
2024-03-25,Internet Fixe,VDSL,3,Grand Tunis
2024-03-25,Internet Fixe,FO,9,Sousse
2024-03-25,Internet Fixe,WAFI,2,Nabeul
2024-03-25,Internet Fixe,Box,17,Grand Tunis
2024-03-25,Mobile,Prepaye,27,Grand Tunis
2024-03-25,Mobile,Postpaye,16,Grand Tunis
2024-03-25,Mobile,Data,16,Gabes
2024-03-26,Internet Fixe,Rapido,3,Grand Tunis
2024-03-26,Internet Fixe,ADSL,4,Grand Tunis
2024-03-26,Internet Fixe,VDSL,2,Grand Tunis
2024-03-26,Internet Fixe,FO,11,Grand Tunis
2024-03-26,Internet Fixe,WAFI,3,Nabeul
2024-03-26,Internet Fixe,Box,20,Grand Tunis
2024-03-26,Mobile,Prepaye,23,Sousse
2024-03-26,Mobile,Postpaye,11,Sousse
2024-03-26,Mobile,Data,23,Gabes
2024-03-27,Internet Fixe,Rapido,7,Grand Tunis
2024-03-27,Internet Fixe,ADSL,3,Gabes
2024-03-27,Internet Fixe,VDSL,5,Nabeul
2024-03-27,Internet Fixe,FO,11,Grand Tunis
2024-03-27,Internet Fixe,WAFI,2,Bizerte
2024-03-27,Internet Fixe,Box,21,Gabes
2024-03-27,Mobile,Prepaye,26,Grand Tunis
2024-03-27,Mobile,Postpaye,13,Gabes
2024-03-27,Mobile,Data,21,Sfax
2024-03-28,Internet Fixe,Rapido,4,Sousse
2024-03-28,Internet Fixe,ADSL,6,Kairouan
2024-03-28,Internet Fixe,VDSL,4,Sfax
2024-03-28,Internet Fixe,FO,7,Bizerte
2024-03-28,Internet Fixe,WAFI,5,Sfax
2024-03-28,Internet Fixe,Box,28,Bizerte
2024-03-28,Mobile,Prepaye,34,Sousse
2024-03-28,Mobile,Postpaye,15,Grand Tunis
2024-03-28,Mobile,Data,14,Sfax
2024-03-29,Internet Fixe,Rapido,6,Sfax
2024-03-29,Internet Fixe,ADSL,3,Grand Tunis
2024-03-29,Internet Fixe,VDSL,13,Grand Tunis
2024-03-29,Internet Fixe,FO,5,Sfax
2024-03-29,Internet Fixe,WAFI,6,Grand Tunis
2024-03-29,Internet Fixe,Box,23,Grand Tunis
2024-03-29,Mobile,Prepaye,30,Nabeul
2024-03-29,Mobile,Postpaye,15,Nabeul
2024-03-29,Mobile,Data,20,Bizerte
2024-03-30,Internet Fixe,Rapido,1,Sfax
2024-03-30,Internet Fixe,ADSL,2,Gabes
2024-03-30,Internet Fixe,VDSL,1,Sousse
2024-03-30,Internet Fixe,FO,3,Grand Tunis
2024-03-30,Internet Fixe,WAFI,2,Grand Tunis
2024-03-30,Internet Fixe,Box,7,Nabeul
2024-03-30,Mobile,Prepaye,11,Grand Tunis
2024-03-30,Mobile,Postpaye,7,Sousse
2024-03-30,Mobile,Data,14,Kairouan
2024-03-31,Internet Fixe,Rapido,5,Grand Tunis
2024-03-31,Internet Fixe,ADSL,1,Grand Tunis
2024-03-31,Internet Fixe,VDSL,2,Kairouan
2024-03-31,Internet Fixe,FO,4,Sousse
2024-03-31,Internet Fixe,WAFI,3,Grand Tunis
2024-03-31,Internet Fixe,Box,10,Gabes
2024-03-31,Mobile,Prepaye,12,Gabes
2024-03-31,Mobile,Postpaye,4,Sousse
2024-03-31,Mobile,Data,5,Nabeul
2024-04-01,Internet Fixe,Rapido,6,Grand Tunis
2024-04-01,Internet Fixe,ADSL,3,Grand Tunis
2024-04-01,Internet Fixe,VDSL,7,Sousse
2024-04-01,Internet Fixe,FO,10,Grand Tunis
2024-04-01,Internet Fixe,WAFI,2,Nabeul
2024-04-01,Internet Fixe,Box,25,Gabes
2024-04-01,Mobile,Prepaye,28,Grand Tunis
2024-04-01,Mobile,Postpaye,16,Sousse
2024-04-01,Mobile,Data,13,Grand Tunis
2024-04-02,Internet Fixe,Rapido,2,Gabes
2024-04-02,Internet Fixe,ADSL,1,Grand Tunis
2024-04-02,Internet Fixe,VDSL,6,Nabeul
2024-04-02,Internet Fixe,FO,8,Sousse
2024-04-02,Internet Fixe,WAFI,5,Sfax
2024-04-02,Internet Fixe,Box,25,Nabeul
2024-04-02,Mobile,Prepaye,28,Nabeul
2024-04-02,Mobile,Postpaye,8,Sousse
2024-04-02,Mobile,Data,15,Bizerte
2024-04-03,Internet Fixe,Rapido,3,Kairouan
2024-04-03,Internet Fixe,ADSL,0,Sfax
2024-04-03,Internet Fixe,VDSL,4,Sousse
2024-04-03,Internet Fixe,FO,6,Grand Tunis
2024-04-03,Internet Fixe,WAFI,3,Bizerte
2024-04-03,Internet Fixe,Box,21,Sousse
2024-04-03,Mobile,Prepaye,30,Sfax
2024-04-03,Mobile,Postpaye,11,Grand Tunis
2024-04-03,Mobile,Data,13,Gabes
2024-04-04,Internet Fixe,Rapido,8,Sfax
2024-04-04,Internet Fixe,ADSL,2,Nabeul
2024-04-04,Internet Fixe,VDSL,5,Grand Tunis
2024-04-04,Internet Fixe,FO,9,Kairouan
2024-04-04,Internet Fixe,WAFI,4,Grand Tunis
2024-04-04,Internet Fixe,Box,14,Grand Tunis
2024-04-04,Mobile,Prepaye,30,Gabes
2024-04-04,Mobile,Postpaye,14,Gabes
2024-04-04,Mobile,Data,19,Grand Tunis
2024-04-05,Internet Fixe,Rapido,6,Sousse
2024-04-05,Internet Fixe,ADSL,3,Bizerte
2024-04-05,Internet Fixe,VDSL,6,Gabes
2024-04-05,Internet Fixe,FO,8,Sfax
2024-04-05,Internet Fixe,WAFI,2,Sousse
2024-04-05,Internet Fixe,Box,24,Bizerte
2024-04-05,Mobile,Prepaye,40,Bizerte
2024-04-05,Mobile,Postpaye,13,Bizerte
2024-04-05,Mobile,Data,17,Sousse
2024-04-06,Internet Fixe,Rapido,2,Grand Tunis
2024-04-06,Internet Fixe,ADSL,0,Gabes
2024-04-06,Internet Fixe,VDSL,5,Gabes
2024-04-06,Internet Fixe,FO,6,Bizerte
2024-04-06,Internet Fixe,WAFI,2,Grand Tunis
2024-04-06,Internet Fixe,Box,12,Grand Tunis
2024-04-06,Mobile,Prepaye,16,Bizerte
2024-04-06,Mobile,Postpaye,5,Grand Tunis
2024-04-06,Mobile,Data,6,Kairouan
2024-04-07,Internet Fixe,Rapido,3,Sfax
2024-04-07,Internet Fixe,ADSL,1,Nabeul
2024-04-07,Internet Fixe,VDSL,3,Gabes
2024-04-07,Internet Fixe,FO,1,Sfax
2024-04-07,Internet Fixe,WAFI,2,Sfax
2024-04-07,Internet Fixe,Box,9,Sousse
2024-04-07,Mobile,Prepaye,10,Sousse
2024-04-07,Mobile,Postpaye,7,Sfax
2024-04-07,Mobile,Data,11,Sousse
2024-04-08,Internet Fixe,Rapido,6,Kairouan
2024-04-08,Internet Fixe,ADSL,2,Sousse
2024-04-08,Internet Fixe,VDSL,7,Grand Tunis
2024-04-08,Internet Fixe,FO,10,Sfax
2024-04-08,Internet Fixe,WAFI,1,Sfax
2024-04-08,Internet Fixe,Box,17,Grand Tunis
2024-04-08,Mobile,Prepaye,24,Grand Tunis
2024-04-08,Mobile,Postpaye,9,Nabeul
2024-04-08,Mobile,Data,22,Sfax
2024-04-09,Internet Fixe,Rapido,8,Kairouan
2024-04-09,Internet Fixe,ADSL,2,Grand Tunis
2024-04-09,Internet Fixe,VDSL,5,Grand Tunis
2024-04-09,Internet Fixe,FO,6,Bizerte
2024-04-09,Internet Fixe,WAFI,1,Gabes
2024-04-09,Internet Fixe,Box,15,Grand Tunis
2024-04-09,Mobile,Prepaye,32,Grand Tunis
2024-04-09,Mobile,Postpaye,11,Grand Tunis
2024-04-09,Mobile,Data,13,Sousse
2024-04-10,Internet Fixe,Rapido,2,Sousse
2024-04-10,Internet Fixe,ADSL,4,Grand Tunis
2024-04-10,Internet Fixe,VDSL,2,Grand Tunis
2024-04-10,Internet Fixe,FO,9,Sousse
2024-04-10,Internet Fixe,WAFI,2,Kairouan
2024-04-10,Internet Fixe,Box,23,Nabeul
2024-04-10,Mobile,Prepaye,30,Sousse
2024-04-10,Mobile,Postpaye,11,Grand Tunis
2024-04-10,Mobile,Data,19,Grand Tunis
2024-04-11,Internet Fixe,Rapido,8,Grand Tunis
2024-04-11,Internet Fixe,ADSL,3,Bizerte
2024-04-11,Internet Fixe,VDSL,6,Gabes
2024-04-11,Internet Fixe,FO,11,Gabes
2024-04-11,Internet Fixe,WAFI,6,Kairouan
2024-04-11,Internet Fixe,Box,16,Kairouan
2024-04-11,Mobile,Prepaye,22,Kairouan
2024-04-11,Mobile,Postpaye,9,Grand Tunis
2024-04-11,Mobile,Data,23,Grand Tunis
2024-04-12,Internet Fixe,Rapido,4,Sfax
2024-04-12,Internet Fixe,ADSL,3,Sousse
2024-04-12,Internet Fixe,VDSL,8,Grand Tunis
2024-04-12,Internet Fixe,FO,6,Gabes
2024-04-12,Internet Fixe,WAFI,5,Nabeul
2024-04-12,Internet Fixe,Box,24,Sousse
2024-04-12,Mobile,Prepaye,21,Grand Tunis
2024-04-12,Mobile,Postpaye,12,Grand Tunis
2024-04-12,Mobile,Data,17,Grand Tunis
2024-04-13,Internet Fixe,Rapido,3,Gabes
2024-04-13,Internet Fixe,ADSL,3,Sousse
2024-04-13,Internet Fixe,VDSL,2,Bizerte
2024-04-13,Internet Fixe,FO,8,Grand Tunis
2024-04-13,Internet Fixe,WAFI,0,Sfax
2024-04-13,Internet Fixe,Box,10,Sfax
2024-04-13,Mobile,Prepaye,16,Bizerte
2024-04-13,Mobile,Postpaye,6,Bizerte
2024-04-13,Mobile,Data,7,Grand Tunis
2024-04-14,Internet Fixe,Rapido,2,Kairouan
2024-04-14,Internet Fixe,ADSL,1,Grand Tunis
2024-04-14,Internet Fixe,VDSL,6,Gabes
2024-04-14,Internet Fixe,FO,7,Grand Tunis
2024-04-14,Internet Fixe,WAFI,2,Grand Tunis
2024-04-14,Internet Fixe,Box,7,Gabes
2024-04-14,Mobile,Prepaye,14,Grand Tunis
2024-04-14,Mobile,Postpaye,3,Sfax
2024-04-14,Mobile,Data,6,Sfax
2024-04-15,Internet Fixe,Rapido,5,Grand Tunis
2024-04-15,Internet Fixe,ADSL,2,Nabeul
2024-04-15,Internet Fixe,VDSL,4,Gabes
2024-04-15,Internet Fixe,FO,9,Gabes
2024-04-15,Internet Fixe,WAFI,3,Sfax
2024-04-15,Internet Fixe,Box,20,Sousse
2024-04-15,Mobile,Prepaye,30,Grand Tunis
2024-04-15,Mobile,Postpaye,12,Grand Tunis
2024-04-15,Mobile,Data,19,Grand Tunis
2024-04-16,Internet Fixe,Rapido,2,Kairouan
2024-04-16,Internet Fixe,ADSL,2,Gabes
2024-04-16,Internet Fixe,VDSL,4,Bizerte
2024-04-16,Internet Fixe,FO,18,Sousse
2024-04-16,Internet Fixe,WAFI,4,Sousse
2024-04-16,Internet Fixe,Box,19,Sousse
2024-04-16,Mobile,Prepaye,23,Sousse
2024-04-16,Mobile,Postpaye,13,Sfax
2024-04-16,Mobile,Data,9,Grand Tunis
2024-04-17,Internet Fixe,Rapido,8,Grand Tunis
2024-04-17,Internet Fixe,ADSL,2,Kairouan
2024-04-17,Internet Fixe,VDSL,7,Sousse
2024-04-17,Internet Fixe,FO,10,Kairouan
2024-04-17,Internet Fixe,WAFI,2,Grand Tunis
2024-04-17,Internet Fixe,Box,29,Sousse
2024-04-17,Mobile,Prepaye,41,Grand Tunis
2024-04-17,Mobile,Postpaye,12,Grand Tunis
2024-04-17,Mobile,Data,9,Grand Tunis
2024-04-18,Internet Fixe,Rapido,3,Grand Tunis
2024-04-18,Internet Fixe,ADSL,1,Gabes
2024-04-18,Internet Fixe,VDSL,8,Sfax
2024-04-18,Internet Fixe,FO,13,Sousse
2024-04-18,Internet Fixe,WAFI,3,Sousse
2024-04-18,Internet Fixe,Box,18,Sfax
2024-04-18,Mobile,Prepaye,30,Sousse
2024-04-18,Mobile,Postpaye,13,Grand Tunis
2024-04-18,Mobile,Data,20,Kairouan
2024-04-19,Internet Fixe,Rapido,3,Bizerte
2024-04-19,Internet Fixe,ADSL,2,Bizerte
2024-04-19,Internet Fixe,VDSL,7,Sousse
2024-04-19,Internet Fixe,FO,9,Grand Tunis
2024-04-19,Internet Fixe,WAFI,4,Kairouan
2024-04-19,Internet Fixe,Box,28,Sfax
2024-04-19,Mobile,Prepaye,28,Grand Tunis
2024-04-19,Mobile,Postpaye,15,Sfax
2024-04-19,Mobile,Data,13,Bizerte
2024-04-20,Internet Fixe,Rapido,1,Nabeul
2024-04-20,Internet Fixe,ADSL,0,Bizerte
2024-04-20,Internet Fixe,VDSL,2,Bizerte
2024-04-20,Internet Fixe,FO,4,Grand Tunis
2024-04-20,Internet Fixe,WAFI,0,Kairouan
2024-04-20,Internet Fixe,Box,9,Sfax
2024-04-20,Mobile,Prepaye,11,Nabeul
2024-04-20,Mobile,Postpaye,4,Grand Tunis
2024-04-20,Mobile,Data,7,Kairouan
2024-04-21,Internet Fixe,Rapido,3,Grand Tunis
2024-04-21,Internet Fixe,ADSL,1,Grand Tunis
2024-04-21,Internet Fixe,VDSL,3,Sfax
2024-04-21,Internet Fixe,FO,3,Grand Tunis
2024-04-21,Internet Fixe,WAFI,2,Grand Tunis
2024-04-21,Internet Fixe,Box,12,Nabeul
2024-04-21,Mobile,Prepaye,11,Sfax
2024-04-21,Mobile,Postpaye,6,Kairouan
2024-04-21,Mobile,Data,6,Sfax
2024-04-22,Internet Fixe,Rapido,4,Nabeul
2024-04-22,Internet Fixe,ADSL,1,Sousse
2024-04-22,Internet Fixe,VDSL,6,Nabeul
2024-04-22,Internet Fixe,FO,10,Sousse
2024-04-22,Internet Fixe,WAFI,5,Sousse
2024-04-22,Internet Fixe,Box,24,Kairouan
2024-04-22,Mobile,Prepaye,30,Sfax
2024-04-22,Mobile,Postpaye,7,Grand Tunis
2024-04-22,Mobile,Data,7,Nabeul
2024-04-23,Internet Fixe,Rapido,7,Gabes
2024-04-23,Internet Fixe,ADSL,0,Grand Tunis
2024-04-23,Internet Fixe,VDSL,1,Sfax
2024-04-23,Internet Fixe,FO,10,Gabes
2024-04-23,Internet Fixe,WAFI,3,Bizerte
2024-04-23,Internet Fixe,Box,22,Kairouan
2024-04-23,Mobile,Prepaye,27,Sousse
2024-04-23,Mobile,Postpaye,8,Nabeul
2024-04-23,Mobile,Data,22,Sfax
2024-04-24,Internet Fixe,Rapido,3,Kairouan
2024-04-24,Internet Fixe,ADSL,8,Sfax
2024-04-24,Internet Fixe,VDSL,7,Bizerte
2024-04-24,Internet Fixe,FO,11,Sfax
2024-04-24,Internet Fixe,WAFI,5,Sousse
2024-04-24,Internet Fixe,Box,18,Nabeul
2024-04-24,Mobile,Prepaye,31,Sousse
2024-04-24,Mobile,Postpaye,12,Gabes
2024-04-24,Mobile,Data,25,Sfax
2024-04-25,Internet Fixe,Rapido,5,Nabeul
2024-04-25,Internet Fixe,ADSL,1,Sfax
2024-04-25,Internet Fixe,VDSL,4,Sfax
2024-04-25,Internet Fixe,FO,5,Sfax
2024-04-25,Internet Fixe,WAFI,1,Grand Tunis
2024-04-25,Internet Fixe,Box,29,Grand Tunis
2024-04-25,Mobile,Prepaye,27,Nabeul
2024-04-25,Mobile,Postpaye,7,Nabeul
2024-04-25,Mobile,Data,16,Nabeul
